domain,dataset,unit,proposal_source,model_family,trial_type,label_reveal_timing,verification_mode,block_definition,rho,alpha,K,seed,decision,max_observed_e,required_e,best_mass_ratio,self_consistency_margin,release_threshold_tau,calibration_blocks,followup_blocks,nonempty_calibration_null_blocks,block_coverage,observed_positives,p_min_effective,gamma,emax_effective,raw_topK_size,PARC_release_size,raw_only_tail_size,raw_topR_matched_size,raw_topK_unstable,PARC_unstable,raw_only_tail_unstable,raw_topR_matched_unstable,raw_topK_FTR,PARC_FTR,raw_only_tail_FTR,raw_topR_matched_FTR,raw_DFT_efficiency_per100,PARC_DFT_efficiency_per100,raw_tail_DFT_efficiency_per100,unstable_followups_prevented,stable_hits_released,evidence_status
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,ALIGNN-FF,quasi_prospective_public_DFT_label_followup,followup_partition_DFT_labels_used_only_after_PARC_decision,pre_release_top_score_DFT_stable_positives_in_calibration_blocks,composition_family_pair,0.1,0.1,100,0,boundary_release,164.6858515373797,10.0,8.893035983018505,1.860652557222453,10.0,3686,3686,3674,0.9967444384156267,1710,0.00027210884353741496,0.12181294085397648,164.6858515373797,100,100,0,100,14,14,0,14,0.14,0.14,0.0,0.14,86.0,86.0,0.0,0,86,completed_quasi_prospective_public_DFT_label_trial
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,ALIGNN-FF,quasi_prospective_public_DFT_label_followup,followup_partition_DFT_labels_used_only_after_PARC_decision,pre_release_top_score_DFT_stable_positives_in_calibration_blocks,composition_family_pair,0.1,0.1,300,0,certified_release,164.6858515373797,10.0,2.964345327672835,10.124323350875102,52.63157894736842,3686,3686,3674,0.9967444384156267,1710,0.00027210884353741496,0.12181294085397648,164.6858515373797,300,57,243,57,86,4,82,4,0.2866666666666667,0.07017543859649122,0.3374485596707819,0.07017543859649122,71.33333333333334,92.98245614035088,66.2551440329218,82,53,completed_quasi_prospective_public_DFT_label_trial
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,ALIGNN-FF,quasi_prospective_public_DFT_label_followup,followup_partition_DFT_labels_used_only_after_PARC_decision,pre_release_top_score_DFT_stable_positives_in_calibration_blocks,composition_family_pair,0.1,0.1,500,0,certified_release,164.6858515373797,10.0,1.778607196603701,0.31173439179346474,89.28571428571428,3686,3686,3674,0.9967444384156267,1710,0.00027210884353741496,0.12181294085397648,164.6858515373797,500,56,444,56,177,3,174,3,0.354,0.05357142857142857,0.3918918918918919,0.05357142857142857,64.60000000000001,94.64285714285714,60.810810810810814,174,53,completed_quasi_prospective_public_DFT_label_trial
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,ALIGNN-FF,quasi_prospective_public_DFT_label_followup,followup_partition_DFT_labels_used_only_after_PARC_decision,pre_release_top_score_DFT_stable_positives_in_calibration_blocks,composition_family_pair,0.1,0.1,1000,0,certified_refusal,164.6858515373797,10.0,0.8893035983018505,-7.660499798075319,10.0,3686,3686,3674,0.9967444384156267,1710,0.00027210884353741496,0.12181294085397648,164.6858515373797,1000,0,1000,0,386,0,386,0,0.386,0.0,0.386,0.0,61.4,0.0,61.4,386,0,completed_quasi_prospective_public_DFT_label_trial
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,ALIGNN-FF,quasi_prospective_public_DFT_label_followup,followup_partition_DFT_labels_used_only_after_PARC_decision,pre_release_top_score_DFT_stable_positives_in_calibration_blocks,composition_family_pair,0.1,0.1,5000,0,certified_refusal,164.6858515373797,10.0,0.1778607196603701,-9.445307431897266,10.0,3686,3686,3674,0.9967444384156267,1710,0.00027210884353741496,0.12181294085397648,164.6858515373797,5000,0,5000,0,2587,0,2587,0,0.5174,0.0,0.5174,0.0,48.26,0.0,48.26,2587,0,completed_quasi_prospective_public_DFT_label_trial
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,ALIGNN-FF,quasi_prospective_public_DFT_label_followup,followup_partition_DFT_labels_used_only_after_PARC_decision,pre_release_top_score_DFT_stable_positives_in_calibration_blocks,composition_family_pair,0.1,0.2,100,0,certified_release,164.6858515373797,5.0,17.78607196603701,6.860652557222453,5.0,3686,3686,3674,0.9967444384156267,1710,0.00027210884353741496,0.12181294085397648,164.6858515373797,100,100,0,100,14,14,0,14,0.14,0.14,0.0,0.14,86.0,86.0,0.0,0,86,completed_quasi_prospective_public_DFT_label_trial
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,ALIGNN-FF,quasi_prospective_public_DFT_label_followup,followup_partition_DFT_labels_used_only_after_PARC_decision,pre_release_top_score_DFT_stable_positives_in_calibration_blocks,composition_family_pair,0.1,0.2,300,0,boundary_release,164.6858515373797,5.0,5.92869065534567,0.7074731811830892,5.0,3686,3686,3674,0.9967444384156267,1710,0.00027210884353741496,0.12181294085397648,164.6858515373797,300,300,0,300,86,86,0,86,0.2866666666666667,0.2866666666666667,0.0,0.2866666666666667,71.33333333333334,71.33333333333334,0.0,0,214,completed_quasi_prospective_public_DFT_label_trial
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,ALIGNN-FF,quasi_prospective_public_DFT_label_followup,followup_partition_DFT_labels_used_only_after_PARC_decision,pre_release_top_score_DFT_stable_positives_in_calibration_blocks,composition_family_pair,0.1,0.2,500,0,certified_release,164.6858515373797,5.0,3.557214393207402,0.38843231520174726,39.68253968253968,3686,3686,3674,0.9967444384156267,1710,0.00027210884353741496,0.12181294085397648,164.6858515373797,500,63,437,63,177,5,172,5,0.354,0.07936507936507936,0.39359267734553777,0.07936507936507936,64.60000000000001,92.06349206349206,60.64073226544623,172,58,completed_quasi_prospective_public_DFT_label_trial
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,ALIGNN-FF,quasi_prospective_public_DFT_label_followup,followup_partition_DFT_labels_used_only_after_PARC_decision,pre_release_top_score_DFT_stable_positives_in_calibration_blocks,composition_family_pair,0.1,0.2,1000,0,certified_release,164.6858515373797,5.0,1.778607196603701,0.31173439179346474,89.28571428571428,3686,3686,3674,0.9967444384156267,1710,0.00027210884353741496,0.12181294085397648,164.6858515373797,1000,56,944,56,386,3,383,3,0.386,0.05357142857142857,0.4057203389830508,0.05357142857142857,61.4,94.64285714285714,59.42796610169492,383,53,completed_quasi_prospective_public_DFT_label_trial
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,ALIGNN-FF,quasi_prospective_public_DFT_label_followup,followup_partition_DFT_labels_used_only_after_PARC_decision,pre_release_top_score_DFT_stable_positives_in_calibration_blocks,composition_family_pair,0.1,0.2,5000,0,certified_refusal,164.6858515373797,5.0,0.3557214393207402,-4.445307431897267,5.0,3686,3686,3674,0.9967444384156267,1710,0.00027210884353741496,0.12181294085397648,164.6858515373797,5000,0,5000,0,2587,0,2587,0,0.5174,0.0,0.5174,0.0,48.26,0.0,48.26,2587,0,completed_quasi_prospective_public_DFT_label_trial
